snomed_code,description
187808008,Malignant neoplasm of specified parts of peritoneum
187809000,Malignant neoplasm of mesocolon
187810005,Malignant neoplasm of mesocaecum
187811009,Malignant neoplasm of mesorectum
187814001,Malignant neoplasm of the pouch of Douglas
187821001,Angiosarcoma of spleen
187822008,Fibrosarcoma of spleen
187824009,Malignant neoplasm of overlapping sites of digestive system
187828007,"Malignant neoplasm of nasal cavities, middle ear and accessory sinuses"
187829004,Malignant neoplasm of cartilage of nose
187830009,Malignant neoplasm of nasal conchae
187831008,Malignant tumour of nasal vestibule
187833006,"Malignant neoplasm of auditory tube, middle ear and mastoid air cells"
187834000,Malignant tumour of Eustachian tube
187835004,Malignant tumour of tympanic cavity
187836003,Malignant tumour of tympanic antrum
187838002,"Malignant neoplasm, overlapping lesion of accessory sinuses"
187841006,Malignant tumour of glottis
187842004,Malignant tumour of supraglottis
187843009,Malignant neoplasm of arytenoid cartilage
187844003,Malignant neoplasm of cricoid cartilage
187845002,Malignant neoplasm of cuneiform cartilage
187846001,Malignant neoplasm of thyroid cartilage
187853005,Malignant neoplasm of cartilage of trachea
187854004,Malignant neoplasm of mucosa of trachea
187857006,Malignant neoplasm of carina of bronchus
187861000,Malignant neoplasm of upper lobe bronchus
187862007,Malignant neoplasm of upper lobe of lung
187864008,"Malignant neoplasm of middle lobe, bronchus or lung"
187865009,Malignant neoplasm of middle lobe bronchus
187866005,Malignant neoplasm of middle lobe of lung
187868006,"Malignant neoplasm of lower lobe, bronchus or lung"
187869003,Malignant neoplasm of lower lobe bronchus
187870002,Malignant neoplasm of lower lobe of lung
187881004,"Malignant neoplasm of thymus, heart and mediastinum"
187900002,Malignant neoplasm of bones of skull and face
187903000,Malignant neoplasm of malar bone
187906008,Malignant neoplasm of orbital bone
187916000,Malignant neoplasm of cervical vertebra
187917009,Malignant neoplasm of thoracic vertebra
187918004,Malignant neoplasm of lumbar vertebra
187920001,Malignant neoplasm of ribs and/or sternum and/or clavicle
187925006,Malignant neoplasm of costal cartilage
187926007,Malignant neoplasm of costovertebral joint
187927003,Malignant neoplasm of xiphoid process
187929000,Malignant neoplasm of scapula and long bones of upper arm
187932002,Malignant neoplasm of humerus
187937008,Malignant neoplasm of carpal bone - scaphoid
187938003,Malignant neoplasm of carpal bone - lunate
187939006,Malignant neoplasm of carpal bone - triquetrum
187940008,Malignant neoplasm of carpal bone - pisiform
187941007,Malignant neoplasm of carpal bone - trapezium
187942000,Malignant neoplasm of carpal bone - trapezoid
187943005,Malignant neoplasm of carpal bone - capitate
187944004,Malignant neoplasm of carpal bone - hamate
187945003,Malignant neoplasm of first metacarpal bone
187946002,Malignant neoplasm of second metacarpal bone
187947006,Malignant neoplasm of third metacarpal bone
187948001,Malignant neoplasm of fourth metacarpal bone
187949009,Malignant neoplasm of fifth metacarpal bone
187950009,Malignant neoplasm of phalanges of hand
187952001,"Malignant neoplasm of pelvic bones, sacrum and coccyx"
187956003,Malignant neoplasm of sacral vertebra
187957007,Malignant neoplasm of coccygeal vertebra
187967002,Malignant neoplasm of calcaneum
187968007,Malignant neoplasm of medial cuneiform
187969004,Malignant neoplasm of intermediate cuneiform
187970003,Malignant neoplasm of lateral cuneiform
187972006,Malignant neoplasm of navicular
187973001,Malignant neoplasm of first metatarsal bone
187974007,Malignant neoplasm of second metatarsal bone
187975008,Malignant neoplasm of third metatarsal bone
187976009,Malignant neoplasm of fourth metatarsal bone
187977000,Malignant neoplasm of fifth metatarsal bone
187978005,Malignant neoplasm of phalanges of foot
187987001,Malignant neoplasm of cartilage of ear
187988006,Malignant neoplasm of tarsus of eyelid
187989003,Malignant neoplasm soft tissues of cervical spine
187991006,Malignant neoplasm of connective and soft tissue of upper limb and shoulder
187992004,Malignant neoplasm of connective and soft tissue of shoulder
187993009,"Malignant neoplasm of connective and soft tissue, upper arm"
187994003,Malignant neoplasm of connective and soft tissue of forearm
187995002,Malignant neoplasm of connective and soft tissue of hand
187996001,Malignant neoplasm of connective and soft tissue of finger
187997005,Malignant neoplasm of connective and soft tissue of thumb
187999008,Malignant neoplasm of connective and soft tissue of hip and lower limb
188000002,Malignant neoplasm of connective and soft tissue of hip
188001003,Malignant neoplasm of connective and soft tissue of thigh and upper leg
188002005,Malignant neoplasm of connective and soft tissue of popliteal space
188003000,Malignant neoplasm of connective and soft tissue of lower leg
188004006,Malignant neoplasm of connective and soft tissue of foot
188005007,Malignant neoplasm of connective and soft tissue of toe
188006008,Malignant neoplasm of connective and soft tissue of great toe
188009001,Malignant neoplasm of connective and soft tissue of thorax
188010006,Malignant neoplasm of connective and soft tissue of axilla
188013008,Malignant neoplasm of connective and soft tissues of thoracic spine
188015001,Malignant neoplasm of connective and soft tissue of abdomen
188016000,Malignant neoplasm of connective and soft tissue of abdominal wall
188017009,Malignant neoplasm of connective and soft tissues of lumbar spine
188019007,Malignant neoplasm of connective and soft tissue of pelvis
188020001,Malignant neoplasm of connective and soft tissue of buttock
188021002,Malignant neoplasm of connective and soft tissue of inguinal region
188022009,Malignant neoplasm of connective and soft tissue of perineum
188023004,Malignant neoplasm of connective and soft tissue of sacrum or coccyx
188026007,"Malignant neoplasm, overlapping lesion of connective and soft tissue"
188029000,Kaposi's sarcoma of soft tissue
188030005,Malignant melanoma of lip
188032002,Malignant melanoma of ear and/or external auditory canal
188033007,Malignant melanoma of auricle (ear)
188034001,Malignant melanoma of external auditory meatus
188038003,Malignant melanoma of chin
188040008,Malignant melanoma of forehead
188042000,Malignant melanoma of temple
188044004,Malignant melanoma of scalp and/or neck
188045003,Malignant melanoma of scalp
188046002,Malignant melanoma of neck
188049009,Malignant melanoma of axilla
188050009,Malignant melanoma of breast
188051008,Malignant melanoma of buttock
188052001,Malignant melanoma of groin
188054000,Malignant melanoma of perineum
188055004,Malignant melanoma of umbilicus
188060000,Malignant melanoma of shoulder
188061001,Malignant melanoma of upper arm
188062008,Malignant melanoma of forearm
188063003,Malignant melanoma of hand
188064009,Malignant melanoma of finger
188065005,Malignant melanoma of thumb
188067002,Malignant melanoma of lower limb and hip
188068007,Malignant melanoma of hip
188069004,Malignant melanoma of thigh
188070003,Malignant melanoma of knee
188071004,Malignant melanoma of popliteal fossa area
188072006,Malignant melanoma of lower leg
188073001,Malignant melanoma of ankle
188074007,Malignant melanoma of heel
188075008,Malignant melanoma of foot
188076009,Malignant melanoma of toe
188077000,Malignant melanoma of great toe
188089003,Malignant neoplasm of skin of ear and external auditory canal
188090007,Malignant neoplasm of skin of auricle (ear)
188091006,Malignant neoplasm of skin of external auditory meatus
188095002,"Malignant neoplasm of skin of cheek, external"
188099008,Malignant neoplasm of skin of nose (external)
188100000,Malignant neoplasm of skin of temple
188102008,Malignant neoplasm of scalp and/or skin of neck
188103003,Malignant neoplasm of scalp
188107002,Malignant neoplasm of skin of axillary fold
188110009,Malignant neoplasm of skin of abdominal wall
188119005,Malignant neoplasm of skin of upper limb and shoulder
188121000,Malignant neoplasm of skin of upper arm
188122007,Malignant neoplasm of skin of forearm
188125009,Malignant neoplasm of skin of thumb
188127001,Malignant neoplasm of skin of lower limb and hip
188132000,Malignant neoplasm of skin of popliteal fossa area
188133005,Malignant neoplasm of skin of lower leg
188135003,Malignant neoplasm of skin of heel
188138001,Malignant neoplasm of skin of great toe
188147009,Malignant neoplasm of nipple and areola of female breast
188151006,Malignant neoplasm of central part of female breast
188152004,Malignant neoplasm of upper-inner quadrant of female breast
188153009,Malignant neoplasm of lower-inner quadrant of female breast
188154003,Malignant neoplasm of upper-outer quadrant of female breast
188155002,Malignant neoplasm of lower-outer quadrant of female breast
188156001,Malignant neoplasm of axillary tail of female breast
188157005,Malignant neoplasm of overlapping sites of breast
188159008,Malignant neoplasm of ectopic site of female breast
188163001,Malignant neoplasm of nipple and areola of male breast
188168005,Malignant neoplasm of ectopic site of male breast
188176007,Malignant neoplasm of endocervical canal
188177003,Malignant neoplasm of endocervical gland
188180002,Primary malignant neoplasm of overlapping sites of cervix uteri
188183000,Malignant neoplasm of cervical stump
188184006,Malignant neoplasm of squamocolumnar junction of cervix
188188009,Choriocarcinoma
188189001,"Malignant neoplasm of corpus uteri, excluding isthmus"
188190005,Malignant neoplasm of cornu of corpus uteri
188191009,Malignant neoplasm of fundus of corpus uteri
188192002,Malignant neoplasm of endometrium of corpus uteri
188193007,Malignant neoplasm of myometrium of corpus uteri
188195000,Malignant neoplasm of isthmus of uterine body
188196004,Malignant neoplasm of lower uterine segment
188198003,Malignant neoplasm of overlapping lesion of corpus uteri
188204000,Malignant neoplasm of round ligament
188208002,Malignant neoplasm of Gartner's duct
188209005,Malignant neoplasm of vaginal vault
188211001,Malignant neoplasm of greater vestibular (Bartholin's) gland
188219004,Malignant tumour of undescended testis
188220005,Malignant tumour of ectopic testis
188230001,Malignant tumour of body of penis
188234005,Malignant tumour of seminal vesicle
188235006,Malignant tumour of tunica vaginalis
188239000,Malignant tumour of trigone of urinary bladder
188240003,Malignant tumour of vault of bladder
188241004,Malignant neoplasm of lateral wall of urinary bladder
188242006,Malignant neoplasm of anterior wall of urinary bladder
188243001,Malignant neoplasm of posterior wall of urinary bladder
188244007,Malignant tumour of bladder neck
188245008,Malignant tumour of ureteric orifice
188247000,Malignant neoplasm of overlapping sites of bladder
188250002,Malignant tumour of kidney parenchyma
188251003,Hypernephroma
188252005,Malignant tumour of renal calyx
188253000,Malignant tumour of pelviureteric junction
188256008,Malignant neoplasm of overlapping sites of urinary organs
188261005,"Malignant neoplasm of eyeball excluding conjunctiva, cornea, retina and choroid"
188263008,Malignant tumour of ciliary body
188264002,Malignant tumour of iris
188265001,Malignant neoplasm of crystalline lens
188266000,Malignant neoplasm of sclera
188268004,Malignant neoplasm of connective tissue of orbit
188269007,Malignant neoplasm of extraocular muscle of orbit
188272000,Malignant tumour of lacrimal gland
188273005,Malignant neoplasm of lacrimal sac
188274004,Malignant neoplasm of nasolacrimal duct
188280007,Malignant neoplasm of cerebrum (excluding lobes and ventricles)
188281006,Malignant neoplasm of basal ganglia
188282004,Malignant neoplasm of cerebral cortex
188283009,Malignant neoplasm of corpus striatum
188285002,Malignant neoplasm of globus pallidus
188286001,Malignant tumour of hypothalamus
188287005,Malignant neoplasm of thalamus
188289008,Malignant neoplasm of hippocampus
188290004,Malignant neoplasm of uncus
188292007,Malignant tumour of choroid plexus
188293002,Malignant neoplasm of floor of cerebral ventricle
188295009,Malignant neoplasm of cerebral peduncle
188296005,Malignant neoplasm of medulla oblongata
188297001,Malignant neoplasm of midbrain
188298006,Malignant neoplasm of pons
188301005,Malignant neoplasm of corpus callosum
188302003,Malignant neoplasm of tapetum
188307009,Malignant tumour of cranial nerve
188308004,Malignant neoplasm of olfactory bulb
188312005,Malignant neoplasm of cerebral dura mater
188313000,Malignant neoplasm of cerebral arachnoid mater
188315007,Malignant neoplasm of cerebral pia mater
188317004,Malignant neoplasm of spinal dura mater
188318009,Malignant neoplasm of spinal arachnoid mater
188319001,Malignant neoplasm of spinal pia mater
188321006,Malignant neoplasm of peripheral nerves and autonomic nervous system
188322004,"Malignant neoplasm of peripheral nerves of head, face and neck"
188323009,"Malignant neoplasm of peripheral nerves of upper limb, including shoulder"
188324003,"Malignant neoplasm of peripheral nerves of lower limb, including hip"
188325002,Malignant neoplasm of peripheral nerve of thorax
188326001,Malignant neoplasm of peripheral nerve of abdomen
188327005,Malignant neoplasm of peripheral nerve of pelvis
188339002,Malignant neoplasm of pituitary gland and craniopharyngeal duct
188340000,Malignant tumour of craniopharyngeal duct
188353002,"Malignant neoplasm of head, neck and face"
188361007,Malignant neoplasm of thorax
188366002,Malignant neoplasm of abdomen
188445006,Metastatic malignant neoplasm to retroperitoneum and peritoneum
188454009,Metastatic malignant neoplasm to skin of head
188458007,Metastatic malignant neoplasm to skin of shoulder and arm
188459004,Secondary malignant neoplasm of skin of hip and leg
188462001,Metastatic malignant neoplasm to brain and spinal cord
188469005,Metastatic malignant neoplasm to cervix uteri
188471005,Metastatic malignant neoplasm to epididymis and vas deferens
188478004,Malignant neoplasms of independent (primary) multiple sites
