snomed_code,description
443818003,Neuroma - category
443897009,Tubular adenoma - category
443929000,Small vessel cerebrovascular disease
444133002,Progressive systemic sclerosis
444197004,"Multiple system atrophy, Parkinson's variant"
444548001,Ulcerative pancolitis
444655009,Extra unidentified structurally abnormal chromosome
444910004,Primary mediastinal (thymic) large B-cell lymphoma
445030005,Blastic plasmacytoid dendritic cell neoplasm
445090007,Fibrosing colonopathy
445105005,Blastic plasmacytoid dendritic cell neoplasm
445227008,Juvenile myelomonocytic leukaemia
445252005,Glucose transporter protein type 1 deficiency syndrome
445269007,Extranodal marginal zone B-cell lymphoma of mucosa-associated lymphoid tissue (MALT-lymphoma)
445308004,Split cord malformation
445406001,Hepatosplenic T-cell lymphoma
445448008,Acute myeloid leukaemia with myelodysplasia-related changes
445738007,Myelodysplastic/myeloproliferative disease
445967004,Clinically isolated syndrome
446221000,Heart failure with normal ejection fraction
446263001,Loeys-Dietz syndrome
446643000,Sarcoma of dendritic cells (accessory cells)
446711009,High grade prostatic intraepithelial neoplasia
447351004,Vanishing white matter disease
447883002,Malignant neoplasm of carotid body
447949005,Carcinoma of cheek
448212009,"Anaplastic large cell lymphoma, ALK negative"
448668007,Malignant neoplasm of mandible
448670003,Malignant neoplasm of posterior mediastinum
448674007,Malignant neoplasm of parametrium
448742006,Abnormality of aortic arch
448834003,High density lipoprotein deficiency
448868009,Malignant neoplasm of lateral wall of oropharynx
448922007,Secondary malignant neoplasm of large intestine and rectum
449067008,Malignant neoplasm of parietal pleura
449096009,Malignant neoplasm of respiratory system
449108003,Philadelphia chromosome positive chronic myelogenous leukaemia
449220000,Diffuse follicle centre lymphoma
449224009,Malignant neoplasm of anterior mediastinum
449308006,Malignant neoplasm of visceral pleura
449377002,Malignant neoplasm of pelvic peritoneum
449386007,Philadelphia chromosome negative chronic myelogenous leukaemia
449420002,Malignant neoplasm of cerebellum
449627008,Malignant neoplasm of long bone of lower limb
449818005,22q11 deletion syndrome
449819002,3p partial monosomy syndrome
449821007,Branchiooculofacial syndrome
449824004,Marden Walker syndrome
450871008,Attention to colostomy
450958009,"Malignant lymphoma, diffuse large B-cell, immunoblastic"
461105005,Anomalous origin of coronary artery from aorta
609221008,Paroxysmal kinesigenic dyskinesia
609558009,Essential tremor
609559001,Hereditary essential tremor
698247007,Cardiac arrhythmia
698450007,History of bypass of stomach
698499006,Spine injury due to birth trauma
698551008,History of construction of external stoma of urinary system
699300009,Oculofaciocardiodental syndrome
700132008,Ventriculoperitoneal shunt in situ
700210008,Vagal nerve stimulator in situ
700211007,Ulnar mammary syndrome
700449008,Non-diabetic hyperglycaemia
700467001,Reversible cerebral vasoconstriction syndrome
702391001,Renal cell carcinoma
702431004,Feingold syndrome
702575003,Retinocochleocerebral vasculopathy
702816000,MECP2 duplication syndrome
703535000,Mowat-Wilson syndrome
703545003,Encapsulated papillary carcinoma
703549009,"Small cell carcinoma, hypercalcaemic type"
703609007,Myxofibrosarcoma
705066004,Dissection of internal carotid artery
707742001,Bartter syndrome
707747007,Pseudoprimary hyperaldosteronism
709031009,Malignant neoplasm of superior wall of nasopharynx
710008008,Monosomy X
710010005,Mosaic Turner syndrome
710019006,"Mosaicism 45, X or other cell line with abnormal sex chromosome"
712525007,Malignant neoplasm of short bone of lower limb
712750007,Malignant neoplasm of chest wall
713082007,Nonruptured cerebral aneurysm due to dissection of cerebral artery
713189001,Malignant insulinoma
715317001,Myotonic dystrophy type 2
716318002,Lynch syndrome
716335003,Worster Drought syndrome
717950007,Acquired absence of uterus
718485003,Congenital dilatation of ureter
718685006,Orthostatic hypotension co-occurrent and due to Parkinson's disease
719447009,Ectopic fallopian tube tissue
719800009,DOORS syndrome
721105004,Klippel Trenaunay syndrome
721290005,Adrenocortical hypofunction following procedure
721551005,Acquired absence of breast
721567004,Primary malignant neoplasm of placenta
722237009,"Comedocarcinoma, no International Classification of Diseases for Oncology subtype"
722866000,Metabolic dysfunction-associated steatotic liver
723973002,Sirenomelus
724207001,Kleefstra syndrome
725136003,Major histocompatibility complex class I deficiency
735929009,Acquired absence of genital organ
737280000,Audiological implant in situ
737281001,Artificial larynx in situ
737286006,Dental prosthetic device in situ
737290008,Intestinal anastomosis present
737294004,Transplant present
737297006,Transplanted liver present
737299009,Transplanted cornea present
737303004,Acquired absence of organ
737560000,Blood copper level above reference range
737562008,Multicystic renal dysplasia
738770003,Anaplastic lymphoma kinase positive anaplastic large cell lymphoma
739301006,Osteoporosis co-occurrent and due to multiple myeloma
765330003,Autosomal dominant polycystic kidney disease
767263007,22q11.2 deletion syndrome
768795009,Brenner tumour
778022009,Classical-like Ehlers-Danlos syndrome type 1
783707003,Cerebral aneurysm due to dissection of cerebral artery
788613004,Anti-glomerular basement membrane disease
817966005,Distal intestinal obstruction syndrome due to cystic fibrosis
817967001,Wolffian tumour of uncertain behaviour
818947007,Acinar cell tumour of uncertain behaviour
836276000,Hodgkin sarcoma
836277009,Hodgkin granuloma
860951008,Congenital anomaly of cauda equina
863957008,Chronic necrosis of liver
1010276004,Ring chromosome
1010712009,Autosomal dominant Emery-Dreifuss muscular dystrophy
1144805008,Microscopic polyangiitis
1148845007,Follicular lymphoma grade 3b
1148851002,Follicular lymphoma grade 3a
1155727009,Congenital dilatation of common bile duct
1155956002,Follicular lymphoma grade 3a
1155957006,Follicular lymphoma grade 3b
1156466008,Myeloproliferative neoplasm
1156495004,Dendritic cell sarcoma
1156545002,Leydig cell tumour of uncertain behaviour
1156641000,Benign choroid plexus papilloma
1156647001,Benign odontoma
1156654007,Benign tubular adenoma
1156661006,Benign adrenal cortical adenoma
1156873009,Benign fibroadenoma
1156874003,Benign osteoma
1156875002,Myoma
1156876001,Androblastoma of uncertain behaviour
1156902004,Benign thecoma
1156904003,Benign pituitary adenoma
1156923005,Medulloblastoma
1156930004,Benign neurofibroma
1156971005,Choriocarcinoma
1156974002,Oligodendroglioma
1157019008,Benign meningioma
1157043006,Astrocytoma
1157050005,Benign fibroma
1157073002,Benign papilloma
1157139005,Malignant carcinoid tumour
1157154004,Leiomyomatosis
1157157006,Acute myeloid leukaemia with 11q23 abnormality
1157162007,Intravascular large B-cell lymphoma
1157165009,Teratoma of uncertain behaviour
1157239001,Malignant teratoma
1157241000,Benign adenofibroma
1162463004,Partial duplication of long arm of chromosome 15
1162576007,Plasma cell myeloma
1162588009,Chronic myeloid leukaemia
1162662003,Ganglioglioma
1162765005,Malignant seminoma
1162767002,Squamous cell carcinoma
1162768007,Leukaemia
1162814007,Non-infiltrating intraductal carcinoma
1162815008,Liposarcoma
1162890002,Leiomyoma
1162928000,Acute myeloid leukaemia
1162973007,Cutaneous T-cell lymphoma
1163005009,Hodgkin lymphoma
1163016002,Chondrosarcoma
1163022006,Leiomyosarcoma
1163043007,Malignant lymphoma
1163375002,Glioblastoma
1163405004,Osteosarcoma
1163436007,Neuroma
1163439000,Myeloid leukaemia
1172592001,Non-Hodgkin lymphoma
1172695008,Diffuse large B cell lymphoma
1172709000,Lymphoid leukaemia
1179040000,Adult cellular rhabdomyoma
1179762006,Malignant neoplasm of middle lobe of right lung
1186902009,Fibrohistiocytic neoplasm
1186904005,Ependymoma
1187107005,Plasmacytoma
1187125003,Leiomyomatous neoplasm
1187138006,Carcinoma in situ
1187163006,Benign epithelial neoplasm
1187332001,Adenocarcinoma
1187358001,Congenital lordosis deformity of spine
1187396000,Sarcoma
1187423002,Thymoma of uncertain behaviour
1187469002,"Squamous cell carcinoma of primary, secondary, or uncertain origin"
1208991001,Myoclonic epileptic seizure
1217301006,Precursor cell lymphoblastic lymphoma
1222580004,Hepatitis caused by Toxoplasma gondii
1234906009,"46,XX ovotesticular disorder of sex development"
1236975007,Behavioural arrest epileptic seizure
1240414004,Malignant neoplasm
1255687003,"Hodgkin lymphoma, lymphocyte depletion of lymph nodes of head and neck"
1255739002,"Hodgkin disease, lymphocytic-histiocytic predominance of lymph nodes of head and neck"
1255790001,"Hodgkin disease, mixed cellularity of lymph nodes of head and neck"
1255795006,Malignant histiocytosis of lymph nodes of lower limb
1255796007,Burkitt lymphoma of lymph nodes of lower limb
1255797003,"Hodgkin disease, nodular sclerosis of lymph nodes of lower limb"
1255798008,Hodgkin granuloma of lymph nodes of upper limb
1255808008,Hodgkin sarcoma of lymph nodes of upper limb
1255809000,Malignant mast cell tumour of lymph nodes of upper limb
1255811009,"Hodgkin disease, mixed cellularity of lymph nodes of upper limb"
1255812002,"Hodgkin disease, nodular sclerosis of lymph nodes of upper limb"
1255813007,Letterer-Siwe disease of lymph nodes of upper limb
1255814001,"Hodgkin disease, lymphocytic-histiocytic predominance of lymph nodes of upper limb"
1255883001,Hodgkin sarcoma of lymph nodes of lower limb
1255885008,Letterer-Siwe disease of lymph nodes of lower limb
1255886009,Mycosis fungoides of lymph nodes of upper limb
1255887000,Hodgkin's paragranuloma of lymph nodes of lower limb
1255888005,Hodgkin paragranuloma of lymph nodes of upper limb
1255890006,"Hodgkin disease, lymphocytic depletion of lymph nodes of upper limb"
1255892003,"Hodgkin disease, lymphocytic depletion of lymph nodes of lower limb"
1255894002,Hodgkin granuloma of lymph nodes of lower limb
1255895001,Burkitt lymphoma of lymph nodes of upper limb
1255897009,"Hodgkin disease, lymphocytic-histiocytic predominance of lymph nodes of lower limb"
1255898004,"Hodgkin disease, mixed cellularity of lymph nodes of lower limb"
1255899007,Malignant mast cell tumour of lymph nodes of lower limb
1255902005,Hodgkin disease of lymph nodes of lower limb
1255905007,Hodgkin disease of lymph nodes of upper limb
1255906008,Malignant lymphoma of lymph nodes of upper limb
1255907004,Malignant lymphoma of lymph nodes of lower limb
1260268001,Myelodysplastic syndrome with low blasts
1263465002,Malignant neoplasm of soft tissue of finger
1263466001,Malignant neoplasm of soft tissue of toe
1263467005,Malignant neoplasm of soft tissue of hand
1263468000,Malignant neoplasm of soft tissue of foot
1263469008,Malignant neoplasm of soft tissue of thumb
1263474000,Malignant neoplasm of soft tissue of axilla
1263475004,Malignant neoplasm of soft tissue of buttock
1263476003,Malignant neoplasm soft tissue of lower limb
1263479005,Malignant neoplasm of perineum
1286768001,Well-differentiated neuroendocrine tumour
1287094005,Ehlers-Danlos syndrome classic type 2
1287820006,Chronic respiratory disease originating in perinatal period
1293107009,Sclerosing morphoeic basal cell carcinoma
1293166002,Malignant neoplasm of vestibulocochlear nerve structure
1295265008,Diffuse tenosynovial giant cell tumour
1296758008,Vasopressin-related polyuria
1306294005,Malignant neoplasm of ectopic site of breast
1306295006,Malignant neoplasm of nipple and areola
1306310004,Primary malignant neoplasm of areola
1306317001,Primary malignant neoplasm of nipple
1306548008,Malignant neoplasm of central portion of breast
1332419003,Sex cord-stromal tumour
1332422001,Disseminated Langerhans cell histiocytosis of lymph nodes of lower limb
1332423006,Disseminated Langerhans cell histiocytosis of lymph nodes of upper limb
1332427007,Disseminated Langerhans cell histiocytosis of spleen
1332428002,Disseminated Langerhans cell histiocytosis of lymph nodes of multiple sites
1332429005,Disseminated Langerhans cell histiocytosis of lymph nodes of thorax
1332430000,Disseminated Langerhans cell histiocytosis of pelvic lymph nodes
1332431001,Disseminated Langerhans cell histiocytosis of abdominal lymph nodes
1332476001,Disseminated Langerhans cell histiocytosis of bone
1335871007,Early neonatal jaundice due to galactosaemia
1340048006,Benign glomus tumour
1340060007,Malignant glomus jugulare tumour
1359852007,Malignant neoplasm of vermilion of upper lip
1359859003,Malignant neoplasm of vermilion of lip
69031000119105,Biventricular cardiac pacemaker present
79021000119104,Dependence on aspirator
79031000119101,Dependence on respirator
103991000000107,[M]Classical hydatidiform mole
104001000000102,[M]Complete hydatidiform mole
125081000119106,Cerebral infarction due to occlusion of precerebral artery
145501000119108,Metastatic malignant neoplasm to breast
146801000119103,Leiomyoma
166071000000101,Congenital dilated lateral ventricles of brain
176591000000103,[X]Townes-Brocks syndrome
199451000000106,Simple partial epileptic seizure
199671000000100,Lujan-Fryns syndrome
205321000000106,Paroxysmal dyskinesia
206421000000109,Paroxysmal non-kinesigenic dyskinesia
248881000000100,[M]Borderline mucinous cystadenoma of the ovary
278841000000109,[V]Biventricular pacemaker in situ
300751000000104,Care of ileostomy
307781000000109,Worster - Drought syndrome
307841000000108,Mowat - Wilson syndrome
339861000000106,Panayiotopoulos syndrome
341551000000108,Cerebral degeneration in Parkinson's disease
341751000000103,Congenital dextroposition of heart
342511000000104,Siewert type II adenocarcinoma
342561000000102,Siewert type III adenocarcinoma
342571000000109,Siewert type I adenocarcinoma
355881000000100,[V]Bone anchored hearing aid in situ
377191000000102,[V]Presence of gastric bypass
380941000000104,"PEHO (progressive encephalopathy with oedema, hypsarrhythmia and optic atrophy) syndrome"
389221000000108,[M]Miscellaneous tumour NOS
389231000000105,[M]Plasma cell tumours
389251000000103,[M]Tubular adenoma NOS
389271000000107,[M]Papillary mucinous cystadenoma NOS
389281000000109,[M]Fibromatous neoplasm NOS
389291000000106,[M]Struma ovarii NOS
389311000000107,[M]Transitional cell papilloma NOS
389321000000101,[M]Lymphangioma NOS
389331000000104,"[M]Malignant lymphoma, convoluted cell type NOS"
389371000000102,[M]Renal adenoma and carcinoma
389411000000103,[X]Other disorders of the nervous system
389431000000106,[M]Squamous cell carcinoma NOS
389441000000102,[M]Mixed cell adenoma and adenocarcinoma
389491000000107,"[M]Adenocarcinoma, metastatic, NOS"
389551000000100,[M]Basal cell neoplasms
389601000000102,[X]Anaemia in other chronic diseases classified elsewhere
389661000000103,[X]Other deletions of part of a chromosome
389701000000109,[M]Haemangiopericytic meningioma
389711000000106,[M]Neoplasm morphology NOS
389731000000103,[M]Miscellaneous leukaemias
389771000000101,"[M]Carcinoid tumour, malignant"
389801000000103,[M]Apocrine adenoma and adenocarcinomas
389811000000101,[M]Fibroadenoma NOS
389821000000107,[M]Specialised gonadal neoplasm NOS
389841000000100,[M]Soft tissue tumour or sarcoma NOS
389851000000102,[M]Strumal neoplasms
389861000000104,[M]Medulloblastoma NOS
389871000000106,[M]Burkitt's tumours
389881000000108,[M]Mesothelial neoplasm NOS
389891000000105,[M]Mastocytoma NOS
389901000000106,[M]Mucoepidermoid neoplasm NOS
390111000000102,[X]Other congenital malformations of larynx
390141000000101,[X]Secondary parkinsonism due to other external agents
390151000000103,[X]Other chronic respiratory diseases originating in the perinatal period
390261000000107,[M]Eosinophilic leukaemia NOS
390371000000105,[X]Other specified diseases of spinal cord
390441000000105,[X]Other hyperlipidaemia
390451000000108,[X]Congenital malformations of the circulatory system
390481000000102,[X]Other atresia and stenosis of urethra and bladder neck
390491000000100,"[X]Other specified sex chromosome abnormalities, male phenotype"
390501000000106,[X]Other specified congenital malformations of respiratory system
390571000000103,[X]Congenital malformations of the nervous system
390581000000101,"[M]Hepatocholangioma, benign"
390591000000104,[M]Granulosa cell tumour NOS
390661000000109,[X]Other congenital malformations of great veins
390671000000102,[X]Other cystic kidney diseases
390681000000100,[X]Other obstructive defects of renal pelvis and ureter
390731000000109,[X]Hydrocephalus in infectious and parasitic diseases classified elsewhere
390781000000108,[M]Oxyphilic adenoma or adenocarcinoma NOS
390931000000107,[M]Fibroepithelial neoplasm NOS
390971000000109,[X]Other conditions related to interstitial emphysema originating in the perinatal period
391091000000100,[X]Other congenital malformations of oesophagus
391381000000100,[M]Histiocytic medullary reticulosis
391691000000109,[M]Prolymphocytic lymphosarcoma
392061000000102,[M] Clear cell sarcoma of kidney
395671000000107,[M] Alpha heavy chain disease
396121000000105,[M]Adenomatoid tumour NOS
396171000000109,[M]Granular cell tumour or alveolar soft part sarcoma NOS
396191000000108,[M]Rhabdomyomatous neoplasms
396201000000105,"[M]Malignant lymphoma, undifferentiated cell type NOS"
396241000000108,[M]Pituitary adenomas and carcinomas
396251000000106,[M]Serous surface papilloma NOS
396261000000109,"[M]Serous surface papilloma, borderline malignancy"
396291000000103,[X]Aplastic and other anaemias
396341000000101,[M]Leiomyomatous neoplasms
396351000000103,[M]Leiomyoma NOS
396421000000100,[M]Adenoma NOS
396431000000103,[M]Adenocarcinoma NOS
396441000000107,[M]Complex epithelial neoplasm NOS
396451000000105,[M]Myomatous neoplasm NOS
396491000000102,[M]Follicular adenocarcinoma NOS
396501000000108,[M]Thyroid adenoma or adenocarcinoma NOS
396511000000105,[X]Other drug-induced secondary parkinsonism
396561000000107,"[X]Congenital malformation of great arteries, unspecified"
396631000000101,[X]Other gangliosidosis
396641000000105,[X]Other balanced rearrangements and structural markers
396651000000108,[M]Angiomyoliposarcoma
396661000000106,[M]Meningiomatosis NOS
396681000000102,[M]Cellular intracanalicular fibroadenoma
396691000000100,[M]Cystosarcoma phyllodes NOS
396701000000100,[M]Hodgkin's paragranuloma
396711000000103,"[M]Malignant lymphoma, lymphocytic, poorly differentiated, nodular"
396731000000106,[M]Lobular carcinoma NOS
396741000000102,[M]Paragangliomas and glomus tumours
396751000000104,[M]Paraganglioma or glomus tumour NOS
396761000000101,[M]Tubular adenomas and adenocarcinomas
396781000000105,[M]Villous adenomas and adenocarcinomas
396791000000107,"[M]Papillary cystadenocarcinoma, NOS"
396801000000106,[M]Sarcoma NOS
396811000000108,[M]Seminomas
396841000000109,[M]Bronchial adenoma NOS
396851000000107,"[M]Cystic, mucinous and serous neoplasms"
397121000000107,[M]Eosinophilic leukaemias
397131000000109,[M]No microscopic confirmation of tumour
397241000000105,"[X]Chromosomal abnormalities, not elsewhere classified"
397321000000105,[X]Other specified chromosome abnormalities
397401000000106,"[X]Congenital malformation of intestine, unspecified"
397411000000108,[M]Germ cell neoplasm NOS
397421000000102,[M]Ganglioneuromatous neoplasm NOS
397431000000100,[M]Neuroepithelioma NOS
397511000000107,[X]Other hydrocephalus
397591000000103,[X]Other specified cerebrovascular diseases
397621000000100,[M]Large cell carcinoma NOS
397641000000107,[X]Malignant neoplasm of respiratory and intrathoracic organs
397681000000104,[X]Other specified kernicterus
397801000000108,"[M]Carcinoid tumour, nonargentaffin, NOS"
397901000000100,[X]Other specified congenital malformations of spinal cord
397911000000103,[V]Has ileostomy
397951000000104,[X]Other specified congenital malformations of upper alimentary tract
398151000000101,[X]Other congenital malformations of liver
398221000000102,[M]Thecal cell neoplasms
398231000000100,[M]Cementoma NOS
398411000000107,[X]Other specified congenital malformations of urinary system
398561000000108,[X]Other congenital malformations of aortic and mitral valves
398591000000102,[M]Miscellaneous myeloproliferative or lymphoproliferative disorders NOS
398651000000109,[V]Other post-surgical states
398691000000101,"[M]Malignant lymphoma, lymphocytic, poorly differentiated NOS"
398701000000101,[M]Basophilic leukaemias
398741000000103,[V]Presence of spectacles and contact lenses
399081000000101,"[M]Malignant lymphoma, mixed lymphocytic-histiocytic NOS"
399211000000101,"[X]Non-Hodgkin's lymphoma, unspecified type"
399241000000100,[V]Kidney transplanted
399371000000101,[X]Attention to other artificial openings of digestive tract
399491000000106,[M] Myxoid chondrosarcoma
399631000000107,[V]Heart valve transplanted
399731000000102,[X]Fitting and adjustment of other specified devices
400171000000101,[V]Acquired absence of kidney
400521000000106,[V]Intrauterine contraceptive device present
400821000000108,[X]Other specified anaemias
400851000000103,[M]Osteomas and osteosarcomas
401221000000100,[M]Malignant histiocytosis
401241000000107,"[M]Malignant lymphoma, small cleaved cell, diffuse"
401431000000102,[M]Osteochondromatosis NOS
401831000000104,[V]Other machine dependence
401961000000103,[X]Cerebral arteritis in other diseases classified elsewhere
402151000000109,[V]Acquired absence of breast(s)
402641000000104,[X]Other bilirubin metabolism disorders
402671000000105,[V]Fitting or adjustment of wheelchair
402991000000104,[X]Other adrenogenital disorders
403451000000108,"[M]Hodgkin's disease, lymphocytic predominance"
403911000000104,"[M]Hodgkin's disease, nodular sclerosis, mixed cellularity"
403961000000102,[M]Neutrophilic leukaemia
404031000000109,[M]Aleukaemic myeloid leukaemia
407781000000101,[M]Adenomatous polyp NOS
407791000000104,"[M]Cystic, mucinous or serous neoplasm NOS"
408261000000103,[M]Fibroma NOS
408271000000105,[M]Granular cell tumour NOS
408291000000109,[M]Basal cell neoplasm NOS
408301000000108,[M]Acinar cell neoplasm NOS
408311000000105,[M]Angiomyomatous neoplasm NOS
408321000000104,[M]Myoma and myosarcoma
408331000000102,"[M]Malignant lymphoma, diffuse NOS"
408351000000109,[M]Oxyphilic adenomas and adenocarcinomas
408361000000107,[M]Papilloma NOS (excluding papilloma of urinary bladder)
408381000000103,[M]Carcinoid tumours NOS
408391000000101,[M]Neoplasms NOS
408401000000103,[M]Medullary carcinoma NOS
408411000000101,[M]Lipomatous neoplasms NOS
408481000000108,[M]Endometrioid adenofibroma NOS
408491000000105,[M]Endometrioid adenoma or carcinoma NOS
408501000000104,[M] Smooth muscle tumour NOS
408511000000102,[M]Rhabdomyomatous neoplasm NOS
408521000000108,[M]Lymphatic vessel tumour NOS
408581000000109,[X]Extrapyramidal and movement disorders
408621000000109,[M]Villous adenoma or adenocarcinoma NOS
408631000000106,"[X]Other congenital anaemias, not elsewhere classified"
408641000000102,[X]Congenital malformations of the respiratory system
408721000000103,[X]Other sphingolipidosis
408731000000101,[X]Other specified trisomies and partial trisomies of autosomes
408741000000105,[X]Other deletions from the autosomes
408761000000106,[M]Mesonephroma NOS
408771000000104,[M]Compound leukaemia
408791000000100,[M]Leiomyosarcoma NOS
408801000000101,[M]Apocrine adenoma or adenocarcinoma NOS
408811000000104,[M]Adenomatous or adenocarcinomatous polyp NOS
408821000000105,[M]Tubular androblastoma NOS
408831000000107,[M]Monocytic leukaemias
408841000000103,[M]Papillary serous cystadenoma NOS
408851000000100,[M]Adenocarcinoma in villous adenoma
408861000000102,[M]Papillary adenocarcinoma NOS
408871000000109,[M]Cystadenoma and carcinoma
408881000000106,[M]Cystadenocarcinoma NOS
408891000000108,[M]Ependymoma NOS
408901000000109,"[M]No microscopic confirmation of tumour, clinically NOS"
409151000000100,[M]Carcinosarcoma NOS
409161000000102,[M]Chondroblastoma NOS
409281000000100,[X]Other disorders of purine and pyrimidine metabolism
409301000000104,[X]Other congenital malformations of cardiac septa
409471000000101,[M]Hepatobiliary tract adenomas and carcinomas
409561000000107,[M]Microglioma
409651000000108,"[M]Carcinoma, anaplastic type, NOS"
409661000000106,[M]Trophoblastic neoplasm NOS
409671000000104,[M]Mesonephric tumour
409681000000102,[M]Meningiomas
409691000000100,[M]Aleukaemic leukaemia NOS
409831000000100,[M]Ceruminous adenoma and adenocarcinoma
409951000000102,"[X]Other disorders of the nervous system, not elsewhere classified"
409981000000108,[V]Has colostomy
410271000000106,[M]Thecoma NOS
410281000000108,[M]Miscellaneous bone tumour NOS
410431000000105,[X]Other primary thrombocytopenia
410571000000108,[M]Miscellaneous leukaemia NOS
410581000000105,[M]Miscellaneous myeloproliferative and lymphoproliferative disorders
410671000000109,"[M]Malignant lymphoma, lymphocytic, intermediate differentiation NOS"
410741000000106,[V]Attention to artificial vagina
410751000000109,[V]Cornea transplanted
410761000000107,[V]Presence of external hearing-aid
411181000000108,[X]Acquired absence of other parts of digestive tract
411191000000105,[V]Dependence on wheelchair
411211000000109,[V]Bone transplanted
411221000000103,[V]Presence of artificial limb (complete)(partial)
411241000000105,[X]Systemic atrophy affecting the central nervous system in other diseases classified elsewhere
411261000000106,[V]Presence of tooth-root and mandibular implants
411411000000108,[X]Immunodeficiency associated with other specified major defects
411421000000102,"[X]Immunodeficiency associated with major defect, unspecified"
411431000000100,[X]Other common variable immunodeficiencies
411441000000109,[X]Other autoimmune haemolytic anaemias
411481000000101,[V]Status following coronary angioplasty NOS
411531000000104,[X]Other ill-defined heart diseases
411701000000102,[X]Other hyperaldosteronism
411861000000107,[X]Essential thrombocytopenia NOS
411911000000103,[X]Other intracerebral haemorrhage
412211000000100,[V]Acquired absence of other parts of digestive tract
412291000000109,[X]Other spinal muscular atrophies and related syndromes
412911000000106,[X]Other glycoprotein metabolism disorders
412931000000103,"[X]Moderate mental retardation, significant impairment of behaviour requiring attention or treatment"
413341000000102,[M]Glucagonoma NOS
413441000000108,[M]Complex mixed and stromal neoplasms
413641000000106,[V]Other specified post-surgical state
413701000000101,[V]Aspirator dependence
413751000000100,"[X]Sequelae of stroke, not specified as haemorrhage or infarction"
413801000000107,[M]Adrenal cortical tumours NOS
414511000000109,[V]Has intestinal bypass or anastomosis
414521000000103,[V]Fitting or adjustment of other specified device
414741000000101,"[X]Severe mental retardation, other impairments of behaviour"
415061000000103,"[X]Heredofamilial amyloidosis, unspecified"
415461000000108,[M]Malignant lymphomatous polyposis
416011000000106,[X]Acquired absence of other organs of urinary tract
416021000000100,[V]Other specified enabling machine dependence
416071000000101,[X]Other hyperphenylalaninaemias
416091000000102,[V]Heart transplanted
416311000000109,[X]Other combined immunodeficiency disorders
416471000000105,[X]Other specified cardiac arrhythmias
416501000000103,"[M]Malignant lymphoma, lymphocytic, well differentiated NOS"
416901000000108,"[M]Malignant lymphoma, nodular NOS"
417051000000108,[X]Failure and rejection of other transplanted organ and tissue
417251000000103,[V]Acquired absence of part of stomach
417741000000107,[M]Myxomatous neoplasm NOS
417921000000102,[X]Other mucopolysaccharidoses
417931000000100,[X]Other disorders of glucosaminoglycan metabolism
418331000000100,[M]Gastrinoma NOS
418611000000101,[M]Unspecified tumour cell NOS
418701000000105,[M]Papillary hydradenoma
418711000000107,[M]Syringoma NOS
419121000000108,[X]Toxic liver disease with other disorders of liver
419211000000105,[X]Haemolytic anaemias
419251000000109,"[X]Acquired pure red cell aplasia, unspecified"
419661000000109,[X]Other porphyria
419691000000103,[X]Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries
419701000000103,[X]Other cerebral infarction
419711000000101,[X]Occlusion and stenosis of other precerebral arteries
419921000000105,"[X]Dermatopolymyositis, unspecified"
420061000000100,"[X]Postprocedural endocrine and metabolic disorder, unspecified"
420071000000107,[X]Other specified degenerative diseases of the basal ganglia
420081000000109,[X]Other chorea
420111000000101,"[X]Disorder of glucosaminoglycan metabolism, unspecified"
420121000000107,"[X]Disorder of glycoprotein metabolism, unspecified"
420441000000109,[M]Acute myelofibrosis
420631000000103,[M]Acute lymphoid leukaemia
424631000000105,[M]Adenomatous or adenocarcinomatous polyps of the colon NOS
424641000000101,[M]Fibrous histiocytoma NOS
424651000000103,[M]Fibroxanthoma NOS
424661000000100,[M]Adrenal cortical adenoma NOS
424671000000107,[M]Endometrioid adenomas and carcinomas
424711000000108,[M]Spheroidal cell carcinoma
424721000000102,[M]Renal adenoma or carcinoma NOS
424771000000103,[M]Comedocarcinoma NOS
424891000000107,[X]Other specified congenital malformations of brain
424981000000103,[M]Carcinoma NOS
425001000000108,[M]Neurofibroma NOS
425131000000103,[M]Acute megakaryoblastic leukaemia
425151000000105,"[M]Ductal, lobular or medullary neoplasm NOS"
425161000000108,[M]Sebaceous adenoma or adenocarcinoma NOS
425171000000101,[M]Fibroepithelial neoplasms
425181000000104,[M]Giant cell tumour of soft parts NOS
425191000000102,[M]Other monocytic leukaemia NOS
425201000000100,[M]Teratomas
425211000000103,[M]Neuroepitheliomatous neoplasms
425221000000109,[M]Burkitt's tumour NOS
425231000000106,[M]Villous adenoma NOS
425241000000102,[M]Papillary cystadenoma NOS
425251000000104,"[M]Choroid plexus papilloma, malignant"
425261000000101,[M]Plasma cell tumour NOS
425281000000105,[M]Mucoepidermoid neoplasms
425431000000107,[X]Other congenital malformations of trachea
425451000000100,"[X]Dystonia, unspecified"
425491000000108,"[X]Granulomatous hepatitis, not elsewhere classified"
425511000000100,[M]Chondromatous neoplasm NOS
425521000000106,"[M]Malignant lymphoma, follicular centre cell, non-cleaved NOS"
425541000000104,[M] Large cell lymphoma
425631000000109,[X]Other reaction to spinal and lumbar puncture
425701000000105,[X]Other disorders of lipoprotein metabolism
425781000000100,[X]Other congenital malformations of bronchus
425891000000106,"[X]Disorder of central nervous system, unspecified"
425961000000106,[X]Other congenital malformations of pulmonary artery
